FWHM Report - PSF:1 
HuPro 25.04.0p5 
2025-09-03 13:50:38
ch,maxX(µm),FWHMX(µm),precX,fit
0,6.640,0.772,(±1%)
0,6.370,0.364,(±1%),(theoretical)
1,6.457,0.652,(±1%)
1,6.370,0.443,(±1%),(theoretical)
2,6.441,0.754,(±1%)
2,6.370,0.509,(±1%),(theoretical)
3,6.447,0.808,(±1%)
3,6.370,0.566,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,6.293,0.680,(±1%)
0,6.370,0.364,(±1%),(theoretical)
1,6.427,0.708,(±1%)
1,6.370,0.443,(±1%),(theoretical)
2,6.433,0.828,(±1%)
2,6.370,0.509,(±1%),(theoretical)
3,6.424,0.941,(±1%)
3,6.370,0.566,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,20.224,6.417,(±1?)
0,19.019,3.830,(±1?),(theoretical)
1,19.186,5.482,(±1?)
1,18.945,4.346,(±1?),(theoretical)
2,19.478,6.051,(±1?)
2,18.883,4.705,(±1?),(theoretical)
3,19.416,6.773,(±1?)
3,18.819,5.074,(±1?),(theoretical)


