FWHM Report - PSF:1 
HuPro 25.04.0p5 
2025-10-14 16:32:12
ch,maxX(µm),FWHMX(µm),precX,fit
0,6.286,1.435,(±1%)
0,6.370,0.359,(±1%),(theoretical)
1,6.747,1.536,(±1%)
1,6.370,0.437,(±1%),(theoretical)
2,6.380,1.418,(±1%)
2,6.370,0.502,(±1%),(theoretical)
3,6.304,1.410,(±1%)
3,6.370,0.559,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,6.336,1.278,(±1%)
0,6.370,0.359,(±1%),(theoretical)
1,6.642,1.471,(±1%)
1,6.370,0.437,(±1%),(theoretical)
2,6.040,1.695,(±1%)
2,6.370,0.502,(±1%),(theoretical)
3,6.476,1.472,(±1%)
3,6.370,0.559,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,23.709,4.875,(±1?)
0,18.915,3.602,(±1?),(theoretical)
1,18.521,6.346,(±1?)
1,18.811,4.108,(±1?),(theoretical)
2,18.567,7.099,(±1?)
2,18.738,4.481,(±1?),(theoretical)
3,18.426,7.115,(±1?)
3,18.675,4.841,(±1?),(theoretical)


