FWHM Report - PSF:8 
HuPro 25.04.0p5 
2025-10-15 15:27:02
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.858,0.233,(±1%)
0,1.818,0.169,(±1%),(theoretical)
1,1.822,0.251,(±1%)
1,1.818,0.206,(±1%),(theoretical)
2,1.821,0.302,(±1%)
2,1.818,0.232,(±1%),(theoretical)
3,1.813,0.289,(±1%)
3,1.818,0.253,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.807,0.194,(±1%)
0,1.818,0.169,(±1%),(theoretical)
1,1.814,0.218,(±1%)
1,1.818,0.206,(±1%),(theoretical)
2,1.819,0.245,(±1%)
2,1.818,0.232,(±1%),(theoretical)
3,1.814,0.255,(±1%)
3,1.818,0.253,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.404,0.538,(±1?)
0,2.426,0.400,(±1?),(theoretical)
1,2.401,0.523,(±1?)
1,2.426,0.464,(±1?),(theoretical)
2,2.411,0.583,(±1?)
2,2.416,0.511,(±1?),(theoretical)
3,2.405,0.625,(±1?)
3,2.415,0.558,(±1?),(theoretical)


