FWHM Report - PSF:0 
HuPro 24.10.0p6 
2025-08-27 15:17:02
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.068,0.242,(±1%)
0,1.948,0.180,(±1%),(theoretical)
1,1.957,0.250,(±1%)
1,1.948,0.219,(±1%),(theoretical)
2,1.966,0.307,(±1%)
2,1.948,0.247,(±1%),(theoretical)
3,1.946,0.312,(±1%)
3,1.948,0.269,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.883,0.221,(±1%)
0,1.948,0.180,(±1%),(theoretical)
1,1.946,0.241,(±1%)
1,1.948,0.219,(±1%),(theoretical)
2,1.946,0.272,(±1%)
2,1.948,0.247,(±1%),(theoretical)
3,1.945,0.322,(±1%)
3,1.948,0.269,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.392,0.650,(±1?)
0,2.691,0.462,(±1?),(theoretical)
1,2.711,0.671,(±1?)
1,2.705,0.536,(±1?),(theoretical)
2,2.697,0.709,(±1?)
2,2.709,0.591,(±1?),(theoretical)
3,2.727,0.821,(±1?)
3,2.706,0.644,(±1?),(theoretical)


