FWHM Report - PSF:6 
HuPro 25.04.0p5 
2025-09-03 14:42:55
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.307,0.217,(±1%)
0,1.948,0.180,(±1%),(theoretical)
1,1.944,0.251,(±1%)
1,1.948,0.219,(±1%),(theoretical)
2,1.959,0.314,(±1%)
2,1.948,0.247,(±1%),(theoretical)
3,1.940,0.309,(±1%)
3,1.948,0.269,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.873,0.225,(±1%)
0,1.948,0.180,(±1%),(theoretical)
1,1.953,0.268,(±1%)
1,1.948,0.219,(±1%),(theoretical)
2,1.950,0.278,(±1%)
2,1.948,0.247,(±1%),(theoretical)
3,1.948,0.326,(±1%)
3,1.948,0.269,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,3.297,0.805,(±1?)
0,2.704,0.479,(±1?),(theoretical)
1,2.684,0.647,(±1?)
1,2.702,0.554,(±1?),(theoretical)
2,2.705,0.711,(±1?)
2,2.691,0.608,(±1?),(theoretical)
3,2.675,0.816,(±1?)
3,2.688,0.662,(±1?),(theoretical)


