FWHM Report - PSF:8 
HuPro 25.04.0p5 
2025-09-03 14:47:47
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.851,0.203,(±1%)
0,1.818,0.172,(±1%),(theoretical)
1,1.816,0.243,(±1%)
1,1.818,0.209,(±1%),(theoretical)
2,1.830,0.318,(±1%)
2,1.818,0.235,(±1%),(theoretical)
3,1.807,0.289,(±1%)
3,1.818,0.256,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.824,0.179,(±1%)
0,1.818,0.172,(±1%),(theoretical)
1,1.816,0.208,(±1%)
1,1.818,0.209,(±1%),(theoretical)
2,1.821,0.228,(±1%)
2,1.818,0.235,(±1%),(theoretical)
3,1.816,0.251,(±1%)
3,1.818,0.256,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.391,0.439,(±1?)
0,2.426,0.412,(±1?),(theoretical)
1,2.404,0.496,(±1?)
1,2.413,0.475,(±1?),(theoretical)
2,2.403,0.567,(±1?)
2,2.411,0.524,(±1?),(theoretical)
3,2.394,0.619,(±1?)
3,2.399,0.570,(±1?),(theoretical)


