FWHM Report - PSF:2 
HuPro 25.04.0p5 
2025-10-14 16:35:27
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.910,0.716,(±10%)
0,3.640,0.241,(±10%),(theoretical)
1,3.544,0.777,(±10%)
1,3.640,0.263,(±10%),(theoretical)
2,3.586,0.871,(±10%)
2,3.640,0.295,(±10%),(theoretical)
3,3.606,0.797,(±10%)
3,3.640,0.329,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.525,0.827,(±10%)
0,3.640,0.212,(±10%),(theoretical)
1,3.673,0.801,(±10%)
1,3.640,0.259,(±10%),(theoretical)
2,3.612,0.846,(±10%)
2,3.640,0.295,(±10%),(theoretical)
3,3.663,0.793,(±10%)
3,3.640,0.329,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.360,2.488,(±1?)
0,6.369,0.853,(±1?),(theoretical)
1,6.600,1.696,(±1?)
1,6.374,0.995,(±1?),(theoretical)
2,6.452,1.851,(±1?)
2,6.379,1.109,(±1?),(theoretical)
3,6.375,2.083,(±1?)
3,6.418,1.232,(±1?),(theoretical)


