FWHM Report - PSF:0 
HuPro 25.04.0p5 
2026-01-20 12:25:58
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.030,0.216,(±1%)
0,1.989,0.180,(±1%),(theoretical)
1,1.990,0.253,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.994,0.299,(±1%)
2,1.989,0.248,(±1%),(theoretical)
3,1.979,0.305,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,2.010,0.199,(±1%)
0,1.989,0.180,(±1%),(theoretical)
1,1.980,0.252,(±1%)
1,1.989,0.219,(±1%),(theoretical)
2,1.980,0.270,(±1%)
2,1.989,0.248,(±1%),(theoretical)
3,1.979,0.319,(±1%)
3,1.989,0.271,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.927,0.606,(±1%)
0,2.891,0.480,(±1%),(theoretical)
1,2.871,0.655,(±1%)
1,2.893,0.555,(±1%),(theoretical)
2,2.890,0.724,(±1%)
2,2.866,0.611,(±1%),(theoretical)
3,2.866,0.826,(±1%)
3,2.869,0.665,(±1%),(theoretical)


