FWHM Report - PSF:4 
HuPro 25.04.0p5 
2025-09-03 13:55:25
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.251,0.915,(±10%)
0,3.792,0.250,(±10%),(theoretical)
1,3.856,0.426,(±10%)
1,3.792,0.289,(±10%),(theoretical)
2,3.874,0.482,(±10%)
2,3.792,0.302,(±10%),(theoretical)
3,3.861,0.537,(±10%)
3,3.792,0.333,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.438,1.086,(±10%)
0,3.792,0.214,(±10%),(theoretical)
1,3.793,0.458,(±10%)
1,3.792,0.261,(±10%),(theoretical)
2,3.821,0.524,(±10%)
2,3.792,0.301,(±10%),(theoretical)
3,3.789,0.577,(±10%)
3,3.792,0.333,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,7.862,1.696,(±1?)
0,6.213,1.004,(±1?),(theoretical)
1,6.297,1.931,(±1?)
1,6.158,1.145,(±1?),(theoretical)
2,6.411,2.021,(±1?)
2,6.157,1.251,(±1?),(theoretical)
3,6.260,2.321,(±1?)
3,6.152,1.365,(±1?),(theoretical)


