FWHM Report - PSF:6 
HuPro 25.04.0p5 
2025-11-04 16:41:10
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.618,0.457,(±1?)
0,3.580,0.213,(±1?),(theoretical)
1,3.597,0.556,(±1?)
1,3.580,0.258,(±1?),(theoretical)
2,3.631,0.570,(±1?)
2,3.580,0.296,(±1?),(theoretical)
3,3.607,0.571,(±1?)
3,3.580,0.329,(±1?),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.524,0.514,(±1?)
0,3.580,0.213,(±1?),(theoretical)
1,3.562,0.638,(±1?)
1,3.580,0.258,(±1?),(theoretical)
2,3.591,0.632,(±1?)
2,3.580,0.296,(±1?),(theoretical)
3,3.581,0.635,(±1?)
3,3.580,0.329,(±1?),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,5.752,1.704,(±1?)
0,6.385,0.997,(±1?),(theoretical)
1,6.291,1.713,(±1?)
1,6.391,1.149,(±1?),(theoretical)
2,6.240,1.884,(±1?)
2,6.441,1.258,(±1?),(theoretical)
3,6.229,2.065,(±1?)
3,6.445,1.365,(±1?),(theoretical)


