FWHM Report - PSF:13 
HuPro 25.04.0p5 
2025-09-03 15:14:41
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.807,0.220,(±1%)
0,1.804,0.172,(±1%),(theoretical)
1,1.800,0.238,(±1%)
1,1.804,0.208,(±1%),(theoretical)
2,1.800,0.297,(±1%)
2,1.804,0.235,(±1%),(theoretical)
3,1.789,0.296,(±1%)
3,1.804,0.255,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.825,0.185,(±1%)
0,1.804,0.172,(±1%),(theoretical)
1,1.824,0.203,(±1%)
1,1.804,0.208,(±1%),(theoretical)
2,1.834,0.224,(±1%)
2,1.804,0.235,(±1%),(theoretical)
3,1.824,0.263,(±1%)
3,1.804,0.255,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.406,0.516,(±1?)
0,2.389,0.383,(±1?),(theoretical)
1,2.441,0.515,(±1?)
1,2.388,0.441,(±1?),(theoretical)
2,2.444,0.563,(±1?)
2,2.390,0.488,(±1?),(theoretical)
3,2.420,0.646,(±1?)
3,2.403,0.533,(±1?),(theoretical)


