FWHM Report - PSF:14 
HuPro 25.04.0p5 
2025-09-03 15:16:31
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.829,0.195,(±1%)
0,1.818,0.171,(±1%),(theoretical)
1,1.819,0.232,(±1%)
1,1.818,0.208,(±1%),(theoretical)
2,1.814,0.290,(±1%)
2,1.818,0.234,(±1%),(theoretical)
3,1.812,0.282,(±1%)
3,1.818,0.255,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.840,0.177,(±1%)
0,1.818,0.171,(±1%),(theoretical)
1,1.824,0.193,(±1%)
1,1.818,0.208,(±1%),(theoretical)
2,1.826,0.220,(±1%)
2,1.818,0.234,(±1%),(theoretical)
3,1.821,0.243,(±1%)
3,1.818,0.255,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.457,0.530,(±1?)
0,2.398,0.393,(±1?),(theoretical)
1,2.410,0.546,(±1?)
1,2.397,0.457,(±1?),(theoretical)
2,2.408,0.597,(±1?)
2,2.405,0.505,(±1?),(theoretical)
3,2.398,0.684,(±1?)
3,2.406,0.553,(±1?),(theoretical)


