FWHM Report - PSF:2 
HuPro 25.04.0p5 
2026-01-20 12:34:58
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.884,0.146,(±1%)
0,1.818,0.172,(±1%),(theoretical)
1,1.820,0.165,(±1%)
1,1.818,0.209,(±1%),(theoretical)
2,1.821,0.186,(±1%)
2,1.818,0.235,(±1%),(theoretical)
3,1.820,0.199,(±1%)
3,1.818,0.256,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.865,0.149,(±1%)
0,1.818,0.172,(±1%),(theoretical)
1,1.821,0.150,(±1%)
1,1.818,0.209,(±1%),(theoretical)
2,1.821,0.161,(±1%)
2,1.818,0.235,(±1%),(theoretical)
3,1.822,0.182,(±1%)
3,1.818,0.256,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,1.887,0.762,(±1%)
0,2.362,0.418,(±1%),(theoretical)
1,2.331,0.590,(±1%)
1,2.361,0.484,(±1%),(theoretical)
2,2.340,0.612,(±1%)
2,2.356,0.533,(±1%),(theoretical)
3,2.338,0.693,(±1%)
3,2.346,0.579,(±1%),(theoretical)


