FWHM Report - PSF:7 
HuPro 25.04.0p5 
2025-09-03 14:45:45
ch,maxX(µm),FWHMX(µm),precX,fit
0,2.087,0.253,(±1%)
0,1.804,0.172,(±1%),(theoretical)
1,1.798,0.244,(±1%)
1,1.804,0.208,(±1%),(theoretical)
2,1.810,0.308,(±1%)
2,1.804,0.234,(±1%),(theoretical)
3,1.790,0.306,(±1%)
3,1.804,0.255,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.767,0.206,(±1%)
0,1.804,0.172,(±1%),(theoretical)
1,1.814,0.219,(±1%)
1,1.804,0.208,(±1%),(theoretical)
2,1.816,0.237,(±1%)
2,1.804,0.234,(±1%),(theoretical)
3,1.810,0.269,(±1%)
3,1.804,0.255,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.693,0.411,(±1?)
0,2.410,0.403,(±1?),(theoretical)
1,2.398,0.510,(±1?)
1,2.411,0.464,(±1?),(theoretical)
2,2.410,0.565,(±1?)
2,2.397,0.512,(±1?),(theoretical)
3,2.398,0.616,(±1?)
3,2.397,0.560,(±1?),(theoretical)


