FWHM Report - PSF:12 
HuPro 25.04.0p5 
2025-09-03 15:08:07
ch,maxX(µm),FWHMX(µm),precX,fit
0,1.995,0.273,(±1%)
0,1.948,0.180,(±1%),(theoretical)
1,1.949,0.269,(±1%)
1,1.948,0.219,(±1%),(theoretical)
2,1.967,0.304,(±1%)
2,1.948,0.247,(±1%),(theoretical)
3,1.945,0.317,(±1%)
3,1.948,0.269,(±1%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,1.990,0.223,(±1%)
0,1.948,0.180,(±1%),(theoretical)
1,1.972,0.239,(±1%)
1,1.948,0.219,(±1%),(theoretical)
2,1.963,0.250,(±1%)
2,1.948,0.247,(±1%),(theoretical)
3,1.959,0.317,(±1%)
3,1.948,0.269,(±1%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,2.898,0.675,(±1?)
0,2.704,0.479,(±1?),(theoretical)
1,2.668,0.641,(±1?)
1,2.702,0.554,(±1?),(theoretical)
2,2.711,0.719,(±1?)
2,2.691,0.608,(±1?),(theoretical)
3,2.658,0.849,(±1?)
3,2.688,0.662,(±1?),(theoretical)


