FWHM Report - PSF:11 
HuPro 25.04.0p5 
2025-09-03 15:04:55
ch,maxX(µm),FWHMX(µm),precX,fit
0,3.828,0.328,(±10%)
0,3.792,0.249,(±10%),(theoretical)
1,3.797,0.378,(±10%)
1,3.792,0.288,(±10%),(theoretical)
2,3.802,0.436,(±10%)
2,3.792,0.301,(±10%),(theoretical)
3,3.796,0.468,(±10%)
3,3.792,0.332,(±10%),(theoretical)

ch,maxY(µm),FWHMY(µm),precY,fit
0,3.803,0.355,(±10%)
0,3.792,0.213,(±10%),(theoretical)
1,3.789,0.404,(±10%)
1,3.792,0.260,(±10%),(theoretical)
2,3.800,0.469,(±10%)
2,3.792,0.300,(±10%),(theoretical)
3,3.791,0.534,(±10%)
3,3.792,0.332,(±10%),(theoretical)

ch,maxZ(µm),FWHMZ(µm),precZ,fit
0,6.627,1.528,(±1?)
0,6.398,1.173,(±1?),(theoretical)
1,6.287,1.765,(±1?)
1,6.392,1.338,(±1?),(theoretical)
2,6.364,1.867,(±1?)
2,6.398,1.468,(±1?),(theoretical)
3,6.292,2.175,(±1?)
3,6.393,1.599,(±1?),(theoretical)


